Action Name|Evaluation|ID|Condition|OperatorValue|Valor|Valor2
Teelgram - Desconexión TE UPS Trans.SS2|A|A|Trigger|equals|{HOST.NAME} is unavailable by ICMP
Telegram - Zabbix Server Reiniciado|A|A|Trigger|equals|{HOST.NAME} has just been restarted
Telegram - ServVarios|A and B and (C or D)|A|Problem supressed|No
Telegram - ServVarios|A and B and (C or D)|B|Trigger severity|equals|High
Telegram - ServVarios|A and B and (C or D)|C|Host|equals|privadossh
Telegram - ServVarios|A and B and (C or D)|D|Host|equals|DNS primario y DHCP
Email (NEW) - Control de temperatura|(A and B) and C|A|Event tag|equals|Temperatura
Email (NEW) - Control de temperatura|(A and B) and C|B|Event tag|equals|Alerta
Email (NEW) - Control de temperatura|(A and B) and C|C|Problem supressed|No
Email - Alarmas OPP|A and B and C and D|A|Event tag|does not equal|MSSQL
Email - Alarmas OPP|A and B and C and D|B|Problem supressed|No
Email - Alarmas OPP|A and B and C and D|C|Trigger severity|is greater than or equals|Warning
Email - Alarmas OPP|A and B and C and D|D|Hostgroup|equals|OPP
Email - Alarmas OPP - Information|A and B and C|A|Problem supressed|No
Email - Alarmas OPP - Information|A and B and C|B|Trigger severity|equals|Information
Email - Alarmas OPP - Information|A and B and C|C|Hostgroup|equals|OPP
PBX|A and B and C|A|Problem supressed|No
PBX|A and B and C|B|Trigger severity|is greater than or equals|Average
PBX|A and B and C|C|Hostgroup|equals|PBX
Telegram - PruebaAction|A and B|A|Event tag value|equals|Tag Value: Prueba|Tag Name: Custos
Telegram - PruebaAction|A and B|B|Problem supressed|No
HTML - Alertas Zabbix Server|A and B and C|A|Event tag value|does not equal|Tag Value: False|Tag Name: Action
HTML - Alertas Zabbix Server|A and B and C|B|Problem supressed|No
HTML - Alertas Zabbix Server|A and B and C|C|Host|equals|Zabbix Server Presidencia
HTML - Archivo de configuración modificado|A|A|Trigger name|contains|fue modificado
Email - Fallo en el envio de SMS|A or B|A|Trigger|equals|SMS service is down
Email - Fallo en el envio de SMS|A or B|B|Trigger|equals|Hay SMS encolados
Telegram - Desconexión Core/Switches Acceso Tej|A and B and C and (D or E)|A|Problem supressed|No
Telegram - Desconexión Core/Switches Acceso Tej|A and B and C and (D or E)|B|Trigger name|contains|is unavailable by ICMP
Telegram - Desconexión Core/Switches Acceso Tej|A and B and C and (D or E)|D|Hostgroup|equals|SwitchesSMS
Telegram - Desconexión Core/Switches Acceso Tej|A and B and C and (D or E)|E|Hostgroup|equals|Cores
Telegram - Desconexión Core/Switches Acceso Tej|A and B and C and (D or E)|C|Trigger|does not equal|Disparar trace en falla ICMP ping
Telegram - Temperatura UPS MonClima|A and B and (C or D)|A|Problem supressed|No
Telegram - Temperatura UPS MonClima|A and B and (C or D)|B|Trigger name|contains|Temperatur
Telegram - Temperatura UPS MonClima|A and B and (C or D)|C|Hostgroup|equals|UPS
Telegram - Temperatura UPS MonClima|A and B and (C or D)|D|Hostgroup|equals|MonitoresDeClima
Remote command - Reinicio TejP04SMSServer|A|A|Trigger|equals|Reinicio TejP04SMSServer
Email - Email: to epedrana TejP04MclDC4|A and B|A|Problem supressed|No
Email - Email: to epedrana TejP04MclDC4|A and B|B|Host|equals|TejP04MclDC4
Email - Notificacion Problema Critico Aplicaciones Web|A and B and C|A|Problem supressed|No
Email - Notificacion Problema Critico Aplicaciones Web|A and B and C|B|Trigger severity|equals|High
Email - Notificacion Problema Critico Aplicaciones Web|A and B and C|C|Host template|equals|Template Web
Telegram - Aviso UE01-MantenimientoEdilicio|A and B|B|Host|equals|TejSs2UPSTransformadores
Telegram - Aviso UE01-MantenimientoEdilicio|A and B|A|Trigger|does not equal|Disparar trace en falla ICMP ping
Email (NEW) - Alertas por Ping a DGE Redes - not ACK|(A and B) and C and D|B|Event tag value|equals|Tag Value: Redes|Tag Name: DGE
Email (NEW) - Alertas por Ping a DGE Redes - not ACK|(A and B) and C and D|C|Event tag|equals|Ping
